row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
373,18ad5597-8099-4a05-a0cb-fcb1b4d365eb,personName,Jorge Leon,Leon Jorge,Name Order Change,Person,Person374
373,18ad5597-8099-4a05-a0cb-fcb1b4d365eb,birthDate,1962-11-05,,omission,Person,Person374
374,20f163d3-18d5-45a7-a487-01f94c729ad7,email,katrinanguyen@healthcare.org,kdtrinanguyen@healthcare.org,Email Typo,HealthcarePersonnel,Person375
374,20f163d3-18d5-45a7-a487-01f94c729ad7,birthDate,1959-09-12,09-12-1959,Date Format Changes,Person,Person375
374,20f163d3-18d5-45a7-a487-01f94c729ad7,birthDate,1959-09-12,,omission,Person,Person375
375,cba90554-71b2-4740-a870-af6fa406f30d,knowsLanguage,de,,omission,Person,Person376
375,cba90554-71b2-4740-a870-af6fa406f30d,jobTitle,Podiatrist,Pdoiatrist,Job Title Typo,HealthcarePersonnel,Person376
375,cba90554-71b2-4740-a870-af6fa406f30d,email,heatherbarron@healthcare.org,heatherdarron@healthcare.org,Email Typo,HealthcarePersonnel,Person376
375,cba90554-71b2-4740-a870-af6fa406f30d,birthDate,1975-09-23,1975-23-09,Date Format Changes,Person,Person376
376,9126e919-4884-4506-ac0a-8f51e1a90001,birthDate,1983-04-24,,omission,Person,Person377
376,9126e919-4884-4506-ac0a-8f51e1a90001,personName,Carrie Austin,C. Austin,Name Abbreviation,Person,Person377
376,9126e919-4884-4506-ac0a-8f51e1a90001,jobTitle,Hematologist,Hematologits,Job Title Typo,HealthcarePersonnel,Person377
376,9126e919-4884-4506-ac0a-8f51e1a90001,email,carrieaustin@healthcare.org,carrieausfin@healthcare.org,Email Typo,HealthcarePersonnel,Person377
376,9126e919-4884-4506-ac0a-8f51e1a90001,birthDate,1983-04-24,24-04-1983,Birth Date Format Change,Person,Person377
376,9126e919-4884-4506-ac0a-8f51e1a90001,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person377
377,5ac18a82-60f8-4c4a-9281-d1c6b721d17d,jobTitle,Respiratory Therapist,Respiratoay Therapist,Job Title Typo,HealthcarePersonnel,Person378
377,5ac18a82-60f8-4c4a-9281-d1c6b721d17d,birthDate,1984-07-09,,omission,Person,Person378
377,5ac18a82-60f8-4c4a-9281-d1c6b721d17d,personName,Vincent Copeland,Copeland Vincent,Name Order Change,Person,Person378
377,5ac18a82-60f8-4c4a-9281-d1c6b721d17d,knowsLanguage,de,German,Language Representation Change,Person,Person378
378,7f3f3a7a-d2b0-4249-a813-3fac30edc402,personName,Daniel Martinez,Martinez Daniel,Name Order Changes,Person,Person379
378,7f3f3a7a-d2b0-4249-a813-3fac30edc402,jobTitle,Pulmonary Function Technologist,Pulmonary Functio nTechnologist,Job Title Typo,HealthcarePersonnel,Person379
378,7f3f3a7a-d2b0-4249-a813-3fac30edc402,jobTitle,Pulmonary Function Technologist,,omission,HealthcarePersonnel,Person379
378,7f3f3a7a-d2b0-4249-a813-3fac30edc402,email,danielmartinez@healthcare.org,danielmcrtinez@healthcare.org,Email Typo,HealthcarePersonnel,Person379
379,70fa9c5b-24a4-416a-a95d-1eafd756f058,birthDate,1965-11-19,1965-19-11,Date Format Changes,Person,Person380
379,70fa9c5b-24a4-416a-a95d-1eafd756f058,jobTitle,Gynecologist,,omission,HealthcarePersonnel,Person380
379,70fa9c5b-24a4-416a-a95d-1eafd756f058,jobTitle,Gynecologist,Gynvcologist,Job Title Typo,HealthcarePersonnel,Person380
380,a2a0425d-4b0c-4a97-b51c-7410b135946a,personName,Jessica Cooper,J. Cooper,Name Abbreviation,Person,Person381
380,a2a0425d-4b0c-4a97-b51c-7410b135946a,email,jessicacooper@healthcare.org,,omission,HealthcarePersonnel,Person381
380,a2a0425d-4b0c-4a97-b51c-7410b135946a,jobTitle,Gastroenterologist,Gastroenterolgoist,Job Title Typo,HealthcarePersonnel,Person381
380,a2a0425d-4b0c-4a97-b51c-7410b135946a,birthDate,1980-10-30,30-10-1980,Birth Date Format Change,Person,Person381
381,335e9218-950e-4154-8d9e-437045f80f9b,personName,Lynn Hicks,Hicks Lynn,Name Order Change,Person,Person382
381,335e9218-950e-4154-8d9e-437045f80f9b,knowsLanguage,et,,omission,Person,Person382
381,335e9218-950e-4154-8d9e-437045f80f9b,email,lynnhicks@healthcare.org,lynnricks@healthcare.org,Email Typo,HealthcarePersonnel,Person382
382,40733471-b726-44d4-96e6-d77abf63ff67,jobTitle,Obstetrics Technician,Obstetrics Techincian,Job Title Typo,HealthcarePersonnel,Person383
382,40733471-b726-44d4-96e6-d77abf63ff67,email,melodythompson@healthcare.org,melodykhompson@healthcare.org,Email Typo,HealthcarePersonnel,Person383
382,40733471-b726-44d4-96e6-d77abf63ff67,birthDate,1970-02-06,06-02-1970,Birth Date Format Change,Person,Person383
382,40733471-b726-44d4-96e6-d77abf63ff67,personName,Melody Thompson,M. Thompson,Name Abbreviation,Person,Person383
382,40733471-b726-44d4-96e6-d77abf63ff67,birthDate,1970-02-06,,omission,Person,Person383
383,d0bae318-7d35-407d-801a-e817903099c4,knowsLanguage,et,et,Language Abbreviation Expansion,Person,Person384
383,d0bae318-7d35-407d-801a-e817903099c4,knowsLanguage,et,,omission,Person,Person384
383,d0bae318-7d35-407d-801a-e817903099c4,email,brandoncaldwell@healthcare.org,brbndoncaldwell@healthcare.org,Email Typo,HealthcarePersonnel,Person384
384,de46cc8a-4c43-455b-a76d-1691e2b98fd5,birthDate,1981-12-31,,omission,Person,Person385
384,de46cc8a-4c43-455b-a76d-1691e2b98fd5,email,bradleydiaz@healthcare.org,bradleyditz@healthcare.org,Email Typo,HealthcarePersonnel,Person385
384,de46cc8a-4c43-455b-a76d-1691e2b98fd5,knowsLanguage,nl,Dutch,Language Abbreviation Expansion,Person,Person385
385,adee1674-f3ba-487f-ad92-ee67815caa30,email,amandathomas@healthcare.org,amandythomas@healthcare.org,Email Typo,HealthcarePersonnel,Person386
385,adee1674-f3ba-487f-ad92-ee67815caa30,birthDate,1962-05-29,29-05-1962,Birth Date Format Change,Person,Person386
385,adee1674-f3ba-487f-ad92-ee67815caa30,birthDate,1962-05-29,,omission,Person,Person386
385,adee1674-f3ba-487f-ad92-ee67815caa30,personName,Amanda Thomas,Thomas Amanda,Name Order Change,Person,Person386
386,7236c9fd-cfd3-4fcf-9720-e54564ddeda8,email,jillianjackson@healthcare.org,jilbianjackson@healthcare.org,Email Typo,HealthcarePersonnel,Person387
386,7236c9fd-cfd3-4fcf-9720-e54564ddeda8,birthDate,1980-01-11,11-01-1980,Birth Date Format Change,Person,Person387
386,7236c9fd-cfd3-4fcf-9720-e54564ddeda8,birthDate,1980-01-11,,omission,Person,Person387
386,7236c9fd-cfd3-4fcf-9720-e54564ddeda8,jobTitle,Sleep Technician,Slee pTechnician,Job Title Typo,HealthcarePersonnel,Person387
386,7236c9fd-cfd3-4fcf-9720-e54564ddeda8,personName,Jillian Jackson,Jackson Jillian,Name Order Change,Person,Person387
387,1386a0eb-1f6c-45c8-9703-5b6f42308db6,personName,George Morse,G. Morse,Name Abbreviations,Person,Person388
387,1386a0eb-1f6c-45c8-9703-5b6f42308db6,jobTitle,Otolaryngologist,,omission,HealthcarePersonnel,Person388
387,1386a0eb-1f6c-45c8-9703-5b6f42308db6,email,georgemorse@healthcare.org,georgemvrse@healthcare.org,Email Typo,HealthcarePersonnel,Person388
387,1386a0eb-1f6c-45c8-9703-5b6f42308db6,jobTitle,Otolaryngologist,Ootlaryngologist,Job Title Typo,HealthcarePersonnel,Person388
388,a27d4962-37aa-43d0-b217-4c8f412485a8,personName,Adriana Conway,Conway Adriana,Name Order Change,Person,Person389
388,a27d4962-37aa-43d0-b217-4c8f412485a8,jobTitle,Gynecologist,Gynecoloigst,Job Title Typo,HealthcarePersonnel,Person389
388,a27d4962-37aa-43d0-b217-4c8f412485a8,email,adrianaconway@healthcare.org,adrjanaconway@healthcare.org,Email Typo,HealthcarePersonnel,Person389
388,a27d4962-37aa-43d0-b217-4c8f412485a8,birthDate,1974-01-11,11-01-1974,Birth Date Format Change,Person,Person389
388,a27d4962-37aa-43d0-b217-4c8f412485a8,email,adrianaconway@healthcare.org,,omission,HealthcarePersonnel,Person389
389,4def7440-71b7-4a85-8d1d-86b64206e969,jobTitle,Respiratory Therapist,Respiratory Theraipst,Job Title Typo,HealthcarePersonnel,Person390
389,4def7440-71b7-4a85-8d1d-86b64206e969,knowsLanguage,nl,Dutch,Language Abbreviation Expansion,Person,Person390
389,4def7440-71b7-4a85-8d1d-86b64206e969,email,cheyennejenkins@healthcare.org,,omission,HealthcarePersonnel,Person390
390,bafa50b0-608c-4044-bff4-d9e846e56529,personName,Marvin Martin,M. Martin,Name Abbreviations,Person,Person391
390,bafa50b0-608c-4044-bff4-d9e846e56529,email,marvinmartin@healthcare.org,marvitmartin@healthcare.org,Email Typo,HealthcarePersonnel,Person391
390,bafa50b0-608c-4044-bff4-d9e846e56529,jobTitle,GI Nurse,,omission,HealthcarePersonnel,Person391
391,0968c472-d01d-485f-b550-034047988cbb,jobTitle,Otolaryngologist,Otolaryngologsit,Job Title Typo,HealthcarePersonnel,Person392
391,0968c472-d01d-485f-b550-034047988cbb,email,donnamorgan@healthcare.org,donnamkrgan@healthcare.org,Email Typo,HealthcarePersonnel,Person392
391,0968c472-d01d-485f-b550-034047988cbb,birthDate,1969-09-16,1969-16-09,Date Format Changes,Person,Person392
391,0968c472-d01d-485f-b550-034047988cbb,jobTitle,Otolaryngologist,,omission,HealthcarePersonnel,Person392
392,caabf1a2-e31e-4d64-9f64-d38fbeeab4a5,knowsLanguage,nl,,omission,Person,Person393
392,caabf1a2-e31e-4d64-9f64-d38fbeeab4a5,birthDate,1960-07-21,21-07-1960,Birth Date Format Change,Person,Person393
392,caabf1a2-e31e-4d64-9f64-d38fbeeab4a5,personName,Brandon Jackson,Jackson Brandon,Name Order Change,Person,Person393
392,caabf1a2-e31e-4d64-9f64-d38fbeeab4a5,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person393
392,caabf1a2-e31e-4d64-9f64-d38fbeeab4a5,jobTitle,Otolaryngologist,Otolaryngoligist,Job Title Typo,HealthcarePersonnel,Person393
393,c0dff1c7-e523-4839-a25a-60ebaaf8d073,jobTitle,Gastroenterologist,Gastroneterologist,Job Title Typo,HealthcarePersonnel,Person394
393,c0dff1c7-e523-4839-a25a-60ebaaf8d073,personName,Carolyn Smith,C. Smith,Name Abbreviations,Person,Person394
393,c0dff1c7-e523-4839-a25a-60ebaaf8d073,birthDate,1998-10-28,,omission,Person,Person394
394,829aaeb0-9c85-412e-9d92-ce4d9fad50a7,jobTitle,Sleep Technician,Sleep Tehcnician,Job Title Typo,HealthcarePersonnel,Person395
394,829aaeb0-9c85-412e-9d92-ce4d9fad50a7,email,gregoryjackson@healthcare.org,gregoryjaakson@healthcare.org,Email Typo,HealthcarePersonnel,Person395
394,829aaeb0-9c85-412e-9d92-ce4d9fad50a7,personName,Gregory Jackson,G. Jackson,Name Abbreviations,Person,Person395
394,829aaeb0-9c85-412e-9d92-ce4d9fad50a7,email,gregoryjackson@healthcare.org,,omission,HealthcarePersonnel,Person395
0,1f217475-66f0-4769-8909-c1ba18fa5472,serviceDepartmentName,Midwifery,Geburtshilfe,Translation,ServiceDepartment,SD1
1,c9d4e1bb-c4d3-4ec2-baf3-d90e586a7302,serviceDepartmentName,Respiratory Therapy,Breathing Support,Alternate Naming,ServiceDepartment,SD2
2,aef82d2e-51f8-4e44-924b-ba5b82042c0b,serviceDepartmentName,Obstetric,Pregnancy Care,Alternate Naming,ServiceDepartment,SD3
3,09cef0ea-d6ca-4f41-adf1-fe3fefd9373e,serviceDepartmentName,Neurologic,Neurologisch,Translation,ServiceDepartment,SD4
4,93c3150d-77c3-404f-9f7a-46b8450000a1,serviceDepartmentName,Surgical,Chirurgisch,Translation,ServiceDepartment,SD5
5,3ca58162-4509-47a7-a2bc-5350a627e31d,serviceDepartmentName,Obstetric,Pregnancy Care,Alternate Naming,ServiceDepartment,SD6
6,56c16359-352f-4341-83fa-a677b1a8e5c6,serviceDepartmentName,Renal,Nieren,Translation,ServiceDepartment,SD7
7,6bfed001-18bc-4a21-b887-d3e9a3171056,serviceDepartmentName,Radiography,Radiograafia,Translation,ServiceDepartment,SD8
8,c736e166-8042-402f-9d73-22518b763f63,serviceDepartmentName,Diet Nutrition,Dieedi toitumine,Translation,ServiceDepartment,SD9
9,02246f10-ce65-4211-a3c9-c8d76ceb1865,serviceDepartmentName,Optometric,Optomeetriline,Translation,ServiceDepartment,SD10
10,778d028c-e45e-45b9-a9f8-2b8b7dd5d97e,serviceDepartmentName,Plastic Surgery,Plastiline kirurgia,Translation,ServiceDepartment,SD11
11,6689ef79-f8c3-4461-bc15-b016487eb3df,serviceDepartmentName,Pediatric,Child Health,Alternate Naming,ServiceDepartment,SD12
12,3a94f14b-0830-4ee6-9a9c-1d73f173d2fe,serviceDepartmentName,Optometric,Optomeetriline,Translation,ServiceDepartment,SD13
13,ab46afee-8898-4682-a096-8f2106e090ea,serviceDepartmentName,Podiatric,Podiatrisch,Translation,ServiceDepartment,SD14
14,edabf3d2-53e4-4dd3-ae51-bca044c0a5ed,serviceDepartmentName,Speech Pathology,Spraakpathologie,Translation,ServiceDepartment,SD15
15,955e988d-f24b-4d76-a07f-949ef11e71ae,serviceDepartmentName,Anesthesia,Anesthesie,Translation,ServiceDepartment,SD16
16,9b3e6605-5083-4669-836c-d6021a54acb2,serviceDepartmentName,Musculoskeletal,Bone & Joint Clinic,Alternate Naming,ServiceDepartment,SD17
17,57e061c6-0494-405d-b194-a9f14114fa10,serviceDepartmentName,Infectious,Besmettelijk,Translation,ServiceDepartment,SD18
18,15362c1f-90b3-49d9-bf0a-837a3e0f7488,serviceDepartmentName,Neurologic,Neurologisch,Translation,ServiceDepartment,SD19
19,5041b3d0-8950-4262-a797-765abc854e3f,serviceDepartmentName,Radiography,Radiografie,Translation,ServiceDepartment,SD20
20,754151b0-0cdf-420e-81e7-5ade858e8dfb,serviceDepartmentName,Rheumatologic,Joint & Immune Clinic,Alternate Naming,ServiceDepartment,SD21
21,3b4590c6-7380-427c-af25-a8cdde699e1e,serviceDepartmentName,Pathology,Pathologie,Translation,ServiceDepartment,SD22
22,4a082de7-4f6d-4f01-b0dc-2737db807618,serviceDepartmentName,Renal,Kidney Health,Alternate Naming,ServiceDepartment,SD23
23,0d0fbbe9-6b7d-4713-8ba1-527dad7114db,serviceDepartmentName,Gastroenterologic,Digestive Health,Alternate Naming,ServiceDepartment,SD24
24,9641af55-358d-4639-90bf-babda5d649dc,serviceDepartmentName,Speech Pathology,Spraakpathologie,Translation,ServiceDepartment,SD25
25,f0c53802-4474-4ac6-9df7-327635ba9da1,serviceDepartmentName,Pediatric,Child Health,Alternate Naming,ServiceDepartment,SD26
26,19b5024c-eee2-4362-8ccb-cb6e42e14ce9,serviceDepartmentName,Primary Care,General Practice,Alternate Naming,ServiceDepartment,SD27
27,d1da4bba-1ed9-4ae6-a5f4-4940f5114a9a,serviceDepartmentName,Gynecologic,Gynaecologisch,Translation,ServiceDepartment,SD28
28,bdfdb88e-ae4f-40d7-bad0-e4d2f9dbd648,serviceDepartmentName,Optometric,Optometrisch,Translation,ServiceDepartment,SD29
29,8034f222-b4a4-45c3-b4dc-5b1949523e70,serviceDepartmentName,Endocrine,Endocrijns,Translation,ServiceDepartment,SD30
30,483b7b7f-e2b1-46c9-8f2f-bda2b50ad6d5,serviceDepartmentName,Speech Pathology,Spraakpathologie,Translation,ServiceDepartment,SD31
31,76c6bf55-a9b9-42bc-a350-0fcaad785312,serviceDepartmentName,Neurologic,Neurologisch,Translation,ServiceDepartment,SD32
32,01df3805-5f18-4cea-9b28-9a8432a88b74,serviceDepartmentName,Optometric,Optometrisch,Translation,ServiceDepartment,SD33
33,91340a41-9333-4293-ba04-a0d5d997e4bf,serviceDepartmentName,Pulmonary,Long-,Translation,ServiceDepartment,SD34
34,a97e76ef-ebef-4ae1-89c3-a12df0bed3ed,serviceDepartmentName,Musculoskeletal,Bone & Joint Clinic,Alternate Naming,ServiceDepartment,SD35
35,6e323ff4-c345-495e-b8fa-29e6831520ca,serviceDepartmentName,Respiratory Therapy,Ademhalingstherapie,Translation,ServiceDepartment,SD36
36,5516c1a6-45d3-4a2c-8826-8550d171a798,serviceDepartmentName,Psychiatric,Mental Health,Alternate Naming,ServiceDepartment,SD37
37,690aae3f-ade5-4235-84d4-09975748c032,serviceDepartmentName,Respiratory Therapy,Ademhalingstherapie,Translation,ServiceDepartment,SD38
38,4d543a0e-b3e5-47e4-a261-a3d28bdbf1f8,serviceDepartmentName,Plastic Surgery,Plastische chirurgie,Translation,ServiceDepartment,SD39
39,5447353b-c9dc-4fb4-b567-7aaf4f462933,serviceDepartmentName,Toxicologic,Toxicologisch,Translation,ServiceDepartment,SD40
40,0f32e315-7a2b-45d6-926d-076cd58cf189,serviceDepartmentName,Respiratory Therapy,Ademhalingstherapie,Translation,ServiceDepartment,SD41
41,54496139-add6-4d20-93f3-f048d814a978,serviceDepartmentName,Anesthesia,Anesthesie,Translation,ServiceDepartment,SD42
42,e675e7e7-f848-419a-91fa-1e143cde8704,serviceDepartmentName,Rheumatologic,Joint & Immune Clinic,Alternate Naming,ServiceDepartment,SD43
43,56123a73-379e-44d2-a764-10c23f6b772a,serviceDepartmentName,Diet Nutrition,Dieetvoeding,Translation,ServiceDepartment,SD44
44,94307158-03cd-4178-b578-b202a834a79f,serviceDepartmentName,Plastic Surgery,Plastische chirurgie,Translation,ServiceDepartment,SD45
45,1d60ee66-1540-42f1-8f22-070ded39abe0,serviceDepartmentName,Urologic,Urologisch,Translation,ServiceDepartment,SD46
46,4c8909e3-1d54-4d05-b0de-ca69debcb6d2,serviceDepartmentName,Genetic,Genetisch,Translation,ServiceDepartment,SD47
47,6c77700a-55d6-4f9b-85b0-3a351c16dc39,serviceDepartmentName,Pulmonary,Long-,Translation,ServiceDepartment,SD48
48,ec319b23-c7ff-4268-b14b-bea9404f72f3,serviceDepartmentName,Renal,Kidney Health,Alternate Naming,ServiceDepartment,SD49
49,5b30f894-8122-408e-b24f-550f4e7aef59,serviceDepartmentName,Cardiovascular,Heart & Vascular Center,Alternate Naming,ServiceDepartment,SD50
50,a9c0fdec-6c25-4ad6-9dcc-668fa4007b48,serviceDepartmentName,Emergency,Noodgeval,Translation,ServiceDepartment,SD51
51,f117f274-1840-4ff8-966d-a609aa80ddfc,serviceDepartmentName,Pharmacy Specialty,Medication Services,Alternate Naming,ServiceDepartment,SD52
52,b9be64e1-b08d-4f95-8d8f-1e8bcac8d101,serviceDepartmentName,Public Health,Community Wellness,Alternate Naming,ServiceDepartment,SD53
53,fc1f14ac-a6bb-429a-8a6e-e1d2b7815143,serviceDepartmentName,Midwifery,Geburtshilfe,Translation,ServiceDepartment,SD54
54,1745c170-d7bc-4fdf-8948-aff1182e1a8e,serviceDepartmentName,Infectious,Infection Control,Alternate Naming,ServiceDepartment,SD55
55,7d79ab44-c633-4f19-9958-07d2be77e40e,serviceDepartmentName,Cardiovascular,Herz -Kreislauf,Translation,ServiceDepartment,SD56
56,711f02ac-e905-4731-bd38-7e53f882006a,serviceDepartmentName,Pediatric,Pädiatrisch,Translation,ServiceDepartment,SD57
57,c17c1820-23f6-40e8-8978-25ad137e21d5,serviceDepartmentName,Obstetric,Pregnancy Care,Alternate Naming,ServiceDepartment,SD58
58,ad21e2ab-aac3-4d22-bbb4-7ebfce0efed3,serviceDepartmentName,Optometric,Optometrisch,Translation,ServiceDepartment,SD59
59,4c407098-5dd6-4593-b1f2-c908e38dbb7e,serviceDepartmentName,Nursing,Patient Care,Alternate Naming,ServiceDepartment,SD60
60,ca9553d2-44e8-4777-83b2-67e216396b7a,serviceDepartmentName,Pathology,Pathologie,Translation,ServiceDepartment,SD61
61,eda0f2f3-10fd-41ca-941a-7e9c915ad4d1,serviceDepartmentName,Cardiovascular,Heart & Vascular Center,Alternate Naming,ServiceDepartment,SD62
62,1f1472db-c7ff-4f21-8839-e2b5409d108c,serviceDepartmentName,Pediatric,Child Health,Alternate Naming,ServiceDepartment,SD63
63,92eb4614-4b4f-4248-8e49-720d2225137e,serviceDepartmentName,Dentistry,Tandheelkunde,Translation,ServiceDepartment,SD64
64,9505de76-3ae0-4936-8170-b9484f130b23,serviceDepartmentName,Nursing,Verzorging,Translation,ServiceDepartment,SD65
65,101efc05-873e-40dd-bdcb-54acb369907d,serviceDepartmentName,Public Health,Volksgezondheid,Translation,ServiceDepartment,SD66
66,350b62e7-9712-41a9-aecb-26826fe47e69,serviceDepartmentName,Physiotherapy,Fysiotherapie,Translation,ServiceDepartment,SD67
67,827254df-3830-4e4b-83d4-540a526aea43,serviceDepartmentName,Renal,Kidney Health,Alternate Naming,ServiceDepartment,SD68
68,fc961495-3051-4587-bec9-787d2a0f12d3,serviceDepartmentName,Psychiatric,Mental Health,Alternate Naming,ServiceDepartment,SD69
69,12d06ce5-dff4-4562-8464-77d001f59b1c,serviceDepartmentName,Pediatric,Child Health,Alternate Naming,ServiceDepartment,SD70
70,a2ab116f-f0d6-4eb0-8629-9940a6a48f65,serviceDepartmentName,Urologic,Urologisch,Translation,ServiceDepartment,SD71
71,7ffd5e75-5fee-4d78-8052-1e37dddfc648,serviceDepartmentName,Geriatric,Geriatrisch,Translation,ServiceDepartment,SD72
72,29ae1d3a-2512-4961-880b-6a4cfcec2c1d,serviceDepartmentName,Laboratory Science,Diagnostic Lab,Alternate Naming,ServiceDepartment,SD73
73,1e1eedd9-7b19-4256-8c44-605e8ccde8ad,serviceDepartmentName,Laboratory Science,Diagnostic Lab,Alternate Naming,ServiceDepartment,SD74
74,e5a2a4ef-a5fd-4acb-98a4-85f5a72125ce,serviceDepartmentName,Gastroenterologic,Digestive Health,Alternate Naming,ServiceDepartment,SD75
75,abe520ec-1fe1-49cd-8a54-e75953bdfba8,serviceDepartmentName,Neurologic,Neurologisch,Translation,ServiceDepartment,SD76
76,c21f2252-6321-4a69-b151-f48f111566e4,serviceDepartmentName,Gynecologic,Women's Health,Alternate Naming,ServiceDepartment,SD77
77,bf7b6b3c-b1ca-41c3-8061-d029cb1d6d78,serviceDepartmentName,Geriatric,Elder Care,Alternate Naming,ServiceDepartment,SD78
78,de9ac8b8-640b-4b28-8322-b4ff856df911,serviceDepartmentName,Renal,Nieren,Translation,ServiceDepartment,SD79
79,57630d70-0eb7-4062-a807-74606da638b2,serviceDepartmentName,Midwifery,Geburtshilfe,Translation,ServiceDepartment,SD80
80,ee3c763d-2997-4088-ba31-24df44f10516,serviceDepartmentName,Neurologic,Neurologisch,Translation,ServiceDepartment,SD81
81,d49d81b9-54d5-4ee1-b160-77f5d07aae7f,serviceDepartmentName,Public Health,Volksgezondheid,Translation,ServiceDepartment,SD82
82,34eba27e-aac4-4839-a9d6-cff87b67e167,serviceDepartmentName,Musculoskeletal,Bone & Joint Clinic,Alternate Naming,ServiceDepartment,SD83
